evento_id,fecha_hora,producto_id,codigo,producto,categoria,cantidad,precio_unitario,ingreso
EV-000666,2026-02-26 09:02:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,1,96.0,96.0
EV-000667,2026-02-26 09:19:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,2,385.0,770.0
EV-000668,2026-02-26 09:51:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,3,245.0,735.0
EV-000669,2026-02-26 10:19:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,1,245.0,245.0
EV-000670,2026-02-26 10:51:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,1,245.0,245.0
EV-000671,2026-02-26 10:58:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-000672,2026-02-26 11:32:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,3,42.0,126.0
EV-000673,2026-02-26 11:35:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,2,96.0,192.0
EV-000674,2026-02-26 13:11:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-000675,2026-02-26 13:16:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,5,245.0,1225.0
EV-000676,2026-02-26 15:13:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-000677,2026-02-27 07:00:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-000678,2026-02-27 07:00:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-000679,2026-02-27 09:39:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,5,245.0,1225.0
EV-000680,2026-02-27 10:12:00,30cf2d34-7ddc-45a8-9eac-4a9fc4cfa3f5,ELE-001,Cable THHN #12 (rollo 100 m),Eléctrico,1,1150.0,1150.0
EV-000681,2026-02-27 10:17:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,3,42.0,126.0
EV-000682,2026-02-27 10:25:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-000683,2026-02-27 11:39:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-000684,2026-02-27 11:54:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-000685,2026-02-27 11:59:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,4,245.0,980.0
EV-000686,2026-02-27 12:03:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,3,96.0,288.0
EV-000687,2026-02-27 12:23:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-000688,2026-02-27 12:33:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-000689,2026-02-27 13:27:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-000690,2026-02-28 07:25:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,1,96.0,96.0
EV-000691,2026-02-28 07:42:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,2,96.0,192.0
EV-000692,2026-02-28 08:28:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-000693,2026-02-28 09:14:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,1,120.0,120.0
EV-000694,2026-02-28 09:38:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,1,385.0,385.0
EV-000695,2026-02-28 10:43:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2,78.0,156.0
EV-000696,2026-02-28 10:54:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,1,245.0,245.0
EV-000697,2026-02-28 10:59:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,4,96.0,384.0
EV-000698,2026-02-28 11:15:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,1,120.0,120.0
EV-000699,2026-02-28 11:16:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,3,42.0,126.0
EV-000700,2026-02-28 11:38:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,1,245.0,245.0
EV-000701,2026-02-28 11:57:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,6,245.0,1470.0
EV-000702,2026-02-28 11:59:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,3,42.0,126.0
EV-000703,2026-02-28 12:24:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-000704,2026-02-28 12:28:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,1,96.0,96.0
EV-000705,2026-02-28 12:37:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,6,245.0,1470.0
EV-000706,2026-02-28 12:49:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-000707,2026-02-28 13:36:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-000708,2026-02-28 13:47:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,2,185.0,370.0
EV-000709,2026-03-02 07:00:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,2,120.0,240.0
EV-000710,2026-03-02 08:28:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,1,96.0,96.0
EV-000711,2026-03-02 10:00:00,30cf2d34-7ddc-45a8-9eac-4a9fc4cfa3f5,ELE-001,Cable THHN #12 (rollo 100 m),Eléctrico,1,1150.0,1150.0
EV-000712,2026-03-02 10:17:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-000713,2026-03-02 10:30:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,1,385.0,385.0
EV-000714,2026-03-02 10:32:00,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,1,145.0,145.0
EV-000715,2026-03-02 10:52:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2,78.0,156.0
EV-000716,2026-03-02 11:42:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-000717,2026-03-02 11:44:00,30cf2d34-7ddc-45a8-9eac-4a9fc4cfa3f5,ELE-001,Cable THHN #12 (rollo 100 m),Eléctrico,1,1150.0,1150.0
EV-000718,2026-03-02 11:48:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-000719,2026-03-02 11:49:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,3,385.0,1155.0
EV-000720,2026-03-02 11:59:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,3,245.0,735.0
EV-000720,2026-03-02 11:59:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,3,245.0,735.0
EV-000721,2026-03-02 12:46:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-000722,2026-03-02 12:51:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-000723,2026-03-02 12:56:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-000724,2026-03-02 13:07:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-000725,2026-03-02 13:16:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-000726,2026-03-02 13:26:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,3,42.0,126.0
EV-000727,2026-03-03 08:42:00,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,1,145.0,145.0
EV-000728,2026-03-03 09:38:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-000729,2026-03-03 09:49:00,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,1,145.0,145.0
EV-000730,2026-03-03 09:59:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,3,96.0,288.0
EV-000731,2026-03-03 10:14:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-000732,2026-03-03 12:40:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,3,42.0,126.0
EV-000733,2026-03-04 07:36:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-000734,2026-03-04 08:14:00,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,1,145.0,145.0
EV-000735,2026-03-04 08:18:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,1,385.0,385.0
EV-000736,2026-03-04 09:43:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2,78.0,156.0
EV-000737,2026-03-04 10:17:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-000738,2026-03-04 10:57:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-000739,2026-03-04 11:22:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,2,96.0,192.0
EV-000740,2026-03-04 11:56:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,4,245.0,980.0
EV-000741,2026-03-04 12:28:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,3,245.0,735.0
EV-000742,2026-03-04 13:12:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,2,120.0,240.0
EV-000743,2026-03-04 13:57:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-000744,2026-03-04 16:22:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,2,185.0,370.0
EV-000745,2026-03-04 16:34:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,3,245.0,735.0
EV-000746,2026-03-05 08:54:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-000747,2026-03-05 09:29:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,1,385.0,385.0
EV-000748,2026-03-05 10:37:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-000749,2026-03-05 12:24:00,30cf2d34-7ddc-45a8-9eac-4a9fc4cfa3f5,ELE-001,Cable THHN #12 (rollo 100 m),Eléctrico,1,1150.0,1150.0
EV-000749,2026-03-05 12:24:00,30cf2d34-7ddc-45a8-9eac-4a9fc4cfa3f5,ELE-001,Cable THHN #12 (rollo 100 m),Eléctrico,1,1150.0,1150.0
EV-000750,2026-03-05 13:00:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2,78.0,156.0
EV-000751,2026-03-05 13:23:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,3,96.0,288.0
EV-000752,2026-03-05 13:30:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,2,120.0,240.0
EV-000753,2026-03-05 14:01:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-000754,2026-03-05 14:48:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-000755,2026-03-05 16:52:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,6,245.0,1470.0
EV-000756,2026-03-06 07:14:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,1,96.0,96.0
EV-000757,2026-03-06 09:45:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,5,96.0,480.0
EV-000758,2026-03-06 09:47:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-000759,2026-03-06 10:41:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,3,245.0,735.0
EV-000760,2026-03-06 11:16:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,1,96.0,96.0
EV-000761,2026-03-06 11:53:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-000762,2026-03-06 12:04:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,6,245.0,1470.0
EV-000763,2026-03-06 12:14:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,4,245.0,980.0
EV-000764,2026-03-06 13:16:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,3,42.0,126.0
EV-000765,2026-03-06 13:26:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,4,245.0,980.0
EV-000766,2026-03-06 14:02:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,1,120.0,120.0
EV-000767,2026-03-07 08:40:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,3,42.0,126.0
EV-000768,2026-03-07 08:58:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,2,185.0,370.0
EV-000769,2026-03-07 09:04:00,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,1,145.0,145.0
EV-000770,2026-03-07 09:04:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,3,96.0,288.0
EV-000771,2026-03-07 09:19:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-000772,2026-03-07 09:50:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,4,245.0,980.0
EV-000773,2026-03-07 09:54:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-000774,2026-03-07 10:00:00,30cf2d34-7ddc-45a8-9eac-4a9fc4cfa3f5,ELE-001,Cable THHN #12 (rollo 100 m),Eléctrico,1,1150.0,1150.0
EV-000775,2026-03-07 10:39:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,6,245.0,1470.0
EV-000776,2026-03-07 10:57:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,2,185.0,370.0
EV-000777,2026-03-07 11:12:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-000778,2026-03-07 11:17:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-000779,2026-03-07 11:29:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2,78.0,156.0
EV-000780,2026-03-07 11:39:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,2,96.0,192.0
EV-000781,2026-03-07 11:43:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,4,42.0,168.0
EV-000782,2026-03-07 11:47:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,4,245.0,980.0
EV-000783,2026-03-07 11:55:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-000784,2026-03-07 12:01:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,2,385.0,770.0
EV-000785,2026-03-07 12:07:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-000786,2026-03-07 12:24:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-000787,2026-03-07 12:51:00,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,1,120.0,120.0
EV-000788,2026-03-07 12:56:00,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,1,145.0,145.0
EV-000789,2026-03-07 12:57:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,3,42.0,126.0
EV-000790,2026-03-07 13:00:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-000791,2026-03-07 13:01:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-000792,2026-03-07 13:18:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,4,42.0,168.0
EV-000793,2026-03-07 13:39:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,1,245.0,245.0
EV-000794,2026-03-07 13:51:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-000795,2026-03-07 14:13:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-000796,2026-03-07 16:59:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2,78.0,156.0
EV-000797,2026-03-09 08:21:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-000798,2026-03-09 08:46:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,3,42.0,126.0
EV-000799,2026-03-09 09:08:00,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,1,185.0,185.0
EV-000800,2026-03-09 09:19:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,3,245.0,735.0
EV-000801,2026-03-09 09:38:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,1,245.0,245.0
EV-000802,2026-03-09 09:47:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,3,245.0,735.0
EV-000803,2026-03-09 10:18:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,1,245.0,245.0
EV-000804,2026-03-09 10:22:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,3,96.0,288.0
EV-000805,2026-03-09 11:29:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,3,96.0,288.0
EV-000806,2026-03-09 12:00:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,1,245.0,245.0
EV-000807,2026-03-09 12:15:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-000808,2026-03-09 12:28:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-000809,2026-03-09 12:52:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-000810,2026-03-09 13:03:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,4,245.0,980.0
EV-000811,2026-03-09 13:10:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2,78.0,156.0
EV-000812,2026-03-09 14:29:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,6,245.0,1470.0
EV-000813,2026-03-10 07:44:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-000814,2026-03-10 08:21:00,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,1,145.0,145.0
EV-000815,2026-03-10 10:24:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-000816,2026-03-10 12:08:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,3,42.0,126.0
EV-000817,2026-03-10 12:33:00,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,2,385.0,770.0
EV-000818,2026-03-10 12:53:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-000819,2026-03-10 13:30:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,2,96.0,192.0
EV-000820,2026-03-10 14:21:00,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,4,96.0,384.0
EV-000821,2026-03-10 14:21:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,1,42.0,42.0
EV-000822,2026-03-10 14:22:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2,245.0,490.0
EV-000823,2026-03-10 14:39:00,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,1,78.0,78.0
EV-000824,2026-03-10 15:18:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-000825,2026-03-10 15:37:00,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,1,145.0,145.0
EV-000826,2026-03-11 08:38:00,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2,42.0,84.0
EV-000827,2026-03-11 09:01:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,1,245.0,245.0
EV-000828,2026-03-11 09:32:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,4,245.0,980.0
EV-000829,2026-03-11 09:48:00,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,6,245.0,1470.0
